순번,관할관청,운행업체,노선번호,노선ID,기점,기점_STATION_ID,종점,종점_STATION_ID,주중배차간격,주말배차간격,상행첫차,상행막차,하행첫차,하행막차
205, 고양시,고양-여산교통,053,241328002,추모공원하늘문,218000770,스타필드후문,218001104,12분~15분,19분~25분,5:35,23:10,6:24,23:51
206, 고양시,고양-여산교통,053,241328002,추모공원하늘문,218000770,스타필드후문,218001104,12분~15분,19분~25분,5:50,23:15,6:30,23:41
207, 고양시,고양-여산교통,052,241328003,푸른마을10단지,218001226,지축역,218000952,15분~20분,17분~20분,5:25,23:10,5:55,23:50
208, 고양시,고양-여산교통,052,241328003,푸른마을10단지,218001226,지축역,218000952,15분~20분,17분~20분,5:45,23:12,6:20,23:40
209, 고양시,고양-여산교통,055,241328004,신성아파트,218000155,삼성군인아파트,218000499,25분~30분,30분,5:50,22:55,5:50,22:55
210, 고양시,고양-여산교통,055,241328004,신성아파트,218000155,삼성군인아파트,218000499,25분~30분,30분,6:40,21:40,6:40,21:40
211, 고양시,고양-여산교통,051,241328005,고양초등학교.소방서,218000953,정식암,218000312,60분,60분,6:30,22:30,7:35,22:35
212, 고양시,고양-여산교통,051,241328005,고양초등학교.소방서,218000953,정식암,218000312,60분,60분,9:00,19:00,9:35,19:35
213, 고양시,고양-여산교통,033,241328006,중부대학교,218001189,삼송마을11단지.대학생연합생활관,218001324,15분~20분,16분~20분,5:40,23:00,6:15,23:40
214, 고양시,고양-여산교통,033,241328006,중부대학교,218001189,삼송마을11단지.대학생연합생활관,218001324,15분~20분,16분~20분,5:50,22:36,6:30,23:20
215, 고양시,고양-성우교통,097,241331001,식사동,219001081,원당역,218001083,10분~12분,10분~12분,5:40,23:25,6:10,23:55
216, 고양시,고양-성우교통,098,241331002,동국대병원정문,219000583,원당역,218001083,50분~60분,50분~60분,6:00,23:00,6:25,23:25
217, 고양시,고양-성우교통,099,241331003,위시티1단지후문.양일초교,219001031,원당역,218001083,10분~12분,10분~12분,5:50,23:25,6:20,23:55
218, 고양시,고양-보은교통,031,241333001,화정역3번출구,218001359,화정역3호선,218000974,10분~20분,20분,5:20,23:40,5:15,23:35
219, 고양시,고양-보은교통,031,241333001,화정역3번출구,218001359,화정역3호선,218000974,10분~20분,20분,5:40,23:40,5:35,23:15
220, 고양시,고양-부광운수,034,241334001,사리현동문아파트,219000991,풍산역,219001069,40분,40분,6:00,23:00,6:15,22:15
221, 고양시,고양-부광운수,034,241334001,사리현동문아파트,219000991,풍산역,219001069,40분,40분,7:00,20:30,7:45,22:00
222, 고양시,고양-홍성,040,241352001,신원초교.현대8단지,218001097,계룡리슈빌,218000664,15분~20분,30분,5:42,23:20,5:55,23:30
223, 고양시,고양-홍성,040,241352001,신원초교.현대8단지,218001097,계룡리슈빌,218000664,15분~20분,30분,5:42,23:20,6:40,23:30
224, 고양시,고양-홍성,043(원당역),241352002,원흥역7번출구,218001052,리스쇼핑.원당시장,218000116,120분~240분,,9:00,15:00,,
225, 고양시,고양-홍성,042,241352003,호반22단지정문,218001185,호반22단지정문,218001185,40분~50분,40분~60분,6:00,22:00,6:35,21:20
226, 고양시,고양-홍성,042,241352003,호반22단지정문,218001185,호반22단지정문,218001185,40분~50분,40분~60분,6:00,22:00,6:40,21:20
227, 고양시,고양-홍성,043,241352004,원흥역7번출구,218001052,원흥역7번출구,218001052,30분,,6:00,23:30,,
228, 고양시,고양-홍성,045,241352005,용두사거리,218000561,용두사거리,218000561,20분~30분,20분~30분,6:00,23:00,6:20,22:30
229, 고양시,고양-홍성,045,241352005,용두사거리,218000561,용두사거리,218000561,20분~30분,20분~30분,6:20,23:00,6:40,22:30
230, 고양시,고양-홍성,048,241352006,신원초교.현대8단지,218001097,호반21단지.동산초등학교,218001099,15분~20분,15분~20분,5:50,23:20,6:10,23:25
231, 고양시,고양-홍성,048,241352006,신원초교.현대8단지,218001097,호반21단지.동산초등학교,218001099,15분~20분,15분~20분,6:35,23:20,7:00,23:25
232, 고양시,고양-홍성,075A,241352007,계룡리슈빌,218000665,디지털미디어시티역(중),111000008,7분~12분,20분~30분,5:40,23:00,6:20,23:45
233, 고양시,고양-홍성,075A,241352007,계룡리슈빌,218000665,디지털미디어시티역(중),111000008,7분~12분,20분~30분,6:00,23:00,6:45,23:45
234, 고양시,고양-홍성,047,241352008,신원마을7단지,218000175,원흥역1번출구.방송통신대,218000697,15분~20분,30분,5:40,23:10,6:00,23:30
235, 고양시,고양-홍성,047,241352008,신원마을7단지,218000175,원흥역1번출구.방송통신대,218000697,15분~20분,30분,6:00,23:10,6:40,23:30
236, 고양시,고양-홍성,075B,241352009,세원마을입구,218000151,디지털미디어시티역(중),111000008,20분~30분,30분,5:20,23:00,6:10,23:50
237, 고양시,고양-홍성,075B,241352009,세원마을입구,218000151,디지털미디어시티역(중),111000008,20분~30분,30분,6:30,23:00,6:50,23:50
238, 고양시,고양-홍성,046,241352010,이케아.롯데아울렛고양점,218001325,동산마을체육공원,218000329,10분~15분,12분~15분,5:50,23:00,5:50,23:35
239, 고양시,고양-홍성,046,241352010,이케아.롯데아울렛고양점,218001325,동산마을체육공원,218000329,10분~15분,12분~15분,6:30,23:00,7:14,23:35
240, 고양시,고양-홍성,041B,241352011,삼송동일스위트2차아파트,218001333,삼송역5번출구,218000284,20분~30분,20분~30분,6:00,23:20,6:10,23:40
241, 고양시,고양-홍성,041B,241352011,삼송동일스위트2차아파트,218001333,삼송역5번출구,218000284,20분~30분,20분~30분,6:20,23:20,6:40,23:40
242, 고양시,고양-백마운수,087,241486001,설문동,219000827,밤가시마을,219000112,60분,120분,6:00,20:00,7:00,21:00
243, 고양시,고양-백마운수,087,241486001,설문동,219000827,밤가시마을,219000112,60분,120분,6:00,21:00,7:00,22:00
244, 과천시,과천여객,6,220000012,과천시청,220000054,양재역.양재1동민원분소,121000194,20분~35분,35분~45분,05:40,23:00,06:25,23:30
245, 과천시,과천여객,6,220000012,과천시청,220000054,양재역.양재1동민원분소,121000194,20분~35분,35분~45분,06:00,23:00,06:45,23:30
246, 과천시,과천여객,8,220000022,과천시청,220000054,과천시청,220000053,30분~60분,,05:40,21:50,05:40,21:50
247, 과천시,과천여객,8,220000022,과천시청,220000054,과천시청,220000053,30분~60분,,,,,
248, 과천시,과천여객,8-1,220000023,과천시청,220000054,과천시청,220000053,,30분~60분,05:50,21:50,05:50,21:50
249, 과천시,과천여객,8-1,220000023,과천시청,220000054,과천시청,220000053,,30분~60분,,,,
250, 과천시,과천-과천운수,1,241329003,문원동버스종점,220000109,문원동버스종점,220000073,6분~30분,6분~30분,5:20,23:30,5:20,23:30
251, 과천시,과천-과천운수,2,241329004,문원동버스종점,220000109,문원동버스종점,220000073,40분~70분,40분~70분,05:40,23:00,05:40,23:00
252, 과천시,과천-과천운수,2,241329004,문원동버스종점,220000109,문원동버스종점,220000073,40분~70분,40분~70분,5:40,23:00,5:40,23:00
253, 과천시,과천-과천운수,3,241329005,과천시청,220000054,과천시청,220000053,50분~70분,50분~70분,06:30,22:20,06:30,22:20
254, 과천시,과천-과천운수,3,241329005,과천시청,220000054,과천시청,220000053,50분~70분,50분~70분,6:30,22:20,6:30,22:20
255, 과천시,과천-과천운수,5,241329007,과천시청,220000054,옥탑골,220000085,70분~90분,70분~90분,06:30,22:40,06:30,22:40
256, 과천시,과천-과천운수,5,241329007,과천시청,220000054,옥탑골,220000085,70분~90분,70분~90분,6:30,22:40,6:30,22:40
257, 광명시,보영운수,G9633,208000066,석수동버스공영차고지(경유),277102421,양재역9번출구,121000970,15분~20분,15분~20분,05:20,23:00,06:00,23:50
258, 광명시,화영운수,21,213000002,광명돔경륜장.광남문,213000052,가산디지털단지역,117000021,12분~18분,18분~25분,05:05,23:25,05:30,00:00
259, 광명시,화영운수,27,213000003,광명돔경륜장.광남문,213000052,독산역,117000182,6분~8분,10분~12분,05:20,23:30,05:50,00:00
260, 광명시,화영운수,12,213000004,중앙하이츠아파트,213000053,안양역,208000010,6분~9분,10분~12분,05:00,23:30,05:10,00:30
261, 광명시,화영운수,17,213000005,광명종합터미널,213000399,개봉역,116000609,5분~7분,8분~12분,05:05,23:10,05:45,00:00
262, 광명시,화영운수,1,213000006,거모동,224000449,개봉역,116000609,7분~11분,15분~20분,05:00,22:30,05:10,23:55
263, 광명시,화영운수,11-1,213000007,중앙하이츠아파트,213000053,여의도환승센터(1번승강장),118000513,8분~10분,15분~19분,05:00,23:30,05:30,00:00
264, 광명시,화영운수,11,213000008,광명돔경륜장.광남문,213000052,안양역,208000010,25분~35분,35분~45분,05:00,23:10,05:20,23:30
265, 광명시,화영운수,39,213000009,매화초등학교,224000929,개봉역,116000609,20분~23분,28분~32분,05:10,23:10,05:40,23:50
266, 광명시,화영운수,22,213000010,광명종합터미널,213000399,개봉역,116000609,9분~14분,18분~22분,05:10,23:15,05:05,00:00
267, 광명시,화영운수,11-2,213000011,소하동광명동굴입구,213000403,여의도환승센터(1번승강장),118000513,10분~15분,22분~28분,05:00,23:10,05:50,00:00
268, 광명시,화영운수,11-3,213000014,마린월드,224000127,KTX광명역1번출구,213000487,30분~45분,55분~65분,05:00,22:10,06:10,23:30
269, 광명시,화영운수,101,213000016,화영운수차고지,213000048,석수역(중),117000310,6분~8분,10분~15분,05:10,23:20,05:45,00:00
270, 광명시,화영운수,2,213000017,스타필드시티부천,211000186,안양역,208000010,7분~9분,12분~18분,05:10,23:10,06:00,00:00
271, 광명시,화영운수,3002,213000019,KTX광명역6번출구,213000231,인천대학교공과대학,164000376,25분~35분,55분~65분,05:30,23:20,05:30,23:20
272, 광명시,코레일네트웍스,8507,213000024,KTX광명역.셔틀버스(지하),213000286,사당역4번출구,120000059,7분~15분,10분~20분,05:00,23:30,05:30,00:00
273, 광명시,화영운수,77,213000026,옥길동차고지,213000384,광명동굴,213000389,40분~50분,40분~50분,06:00,22:00,07:00,23:00
274, 광명시,화영운수,102,213000027,광명종합터미널,213000399,독산역,117000182,20분~30분,40분~50분,05:40,23:00,06:00,23:20
275, 광명시,광명-자경마을,1,241274001,개운아파트,213000469,석수역1호선,117000321,9분~10분,10분~11분,5:40,23:07,5:57,23:30
276, 광명시,광명-자경마을,1,241274001,개운아파트,213000469,석수역1호선,117000321,9분~10분,10분~11분,5:40,23:08,5:59,23:30
277, 광명시,광명-자경마을,1-1,241274002,KTX광명역7번출구,213000216,관악역,208000092,9분~10분,11분,6:03,23:15,5:50,23:30
278, 광명시,광명-자경마을,1-3,241274004,KTX광명역7번출구,213000216,석수역1호선,117000321,9분~11분,13분~15분,5:44,23:14,6:03,23:30
279, 광명시,광명-자경마을,1-3,241274004,KTX광명역7번출구,213000216,석수역1호선,117000321,9분~11분,13분~15분,5:45,23:15,6:07,23:30
280, 광명시,광명-자경마을,88,241274006,도고내마을회관,213000028,소하동이마트,213000334,40분,40분,6:30,22:30,6:30,22:30
281, 광명시,광명-자경마을,99,241274007,소하6.7단지,213000336,밤일마을,213000379,20분,20분,6:30,22:30,6:30,22:30
282, 광주시,대원고속,521,204000025,퉁점골,234000050,판교역.낙생육교.현대백화점,206000532,15분~30분,20분~30분,05:50,21:40,06:50,22:40
283, 광주시,대원고속,521,204000025,퉁점골,234000050,판교역.낙생육교.현대백화점,206000532,15분~30분,20분~30분,06:00,21:40,06:50,22:40
284, 광주시,대원고속,3200,218000005,성사고등학교,218000501,인천공항3층출국장(T2),161000611,20분~40분,20분~40분,04:00,21:00,05:40,23:10
285, 광주시,경기고속,M2316,222000105,영남아파트.풍림아이원아파트,222000757,잠실광역환승센터,123000611,12분~25분,20분~30분,05:20,23:05,06:15,00:00
286, 광주시,대원고속,5006,228000262,광교차고지,203000254,신분당선강남역(중),121000009,20분~30분,25분~35분,05:10,23:00,05:55,23:50
287, 광주시,대원고속,5007,228000263,광교차고지,203000254,서울역버스환승센터(5번승강장)(중),101000005,20분~30분,30분~40분,05:10,22:40,06:10,23:40
288, 광주시,경기고속,20-52,230000176,자석2리.종점,230001460,태평리,237000811,,,07:10,07:10,00:00,00:00
289, 광주시,경기고속,30,234000003,대성리,239000682,현대코아,105000199,10분~15분,15분~20분,04:05,23:05,05:30,00:30
290, 광주시,대원고속,32,234000009,광주차고지,234000600,잠실광역환승센터,123000611,10분~20분,15분~30분,05:00,22:10,06:20,23:30
291, 광주시,대원고속,1113-1,234000011,동원대학교,234000604,테크노마트앞.강변역(D),104000069,10분~15분,10분~20분,04:30,00:00,05:40,01:10
292, 광주시,대원고속,1113-1,234000011,동원대학교,234000604,테크노마트앞.강변역(D),104000069,10분~15분,10분~20분,04:30,22:25,05:40,23:50
293, 광주시,경기고속,17,234000012,광주차고지,234000600,숭신여자중고교.래미안금광아파트,205000068,5분~10분,10분~15분,05:00,22:20,04:40,23:20
294, 광주시,경기고속,700-2,234000021,오리역,206000040,수원대학교,233000575,10분~15분,15분~25분,05:00,23:00,05:00,23:00
295, 광주시,경기고속,720-1,234000024,지역난방공사.신나무실쌍용아파트,203000052,서현역.AK플라자,206000299,10분~15분,20분~30분,04:50,22:30,05:00,23:30
296, 광주시,경기고속,720-2,234000026,경기고속차고지,233002341,백현마을8단지,206000626,5분~15분,10분~20분,05:00,22:55,05:00,23:30
297, 광주시,대원고속,16,234000034,상산곡동.공영차고지,227000003,일원본동주민센터,122000280,10분~15분,10분~20분,04:50,22:30,06:00,23:50
298, 광주시,대원고속,65,234000038,광교차고지,203000254,안양역,208000068,5분~10분,10분~15분,04:30,22:05,05:45,23:15
299, 광주시,대원고속,114,234000039,송정동현대아파트,234000950,이천터미널,230000150,20분~30분,30분~40분,06:00,22:00,06:00,22:00
300, 광주시,경기고속,119,234000040,오산리종점,228001181,군자역5번출구.용마초등학교(중),104000004,15분~25분,25분~35분,05:00,22:00,06:20,23:20
301, 광주시,대원고속,1113,234000042,에버랜드(승차홈),228001986,테크노마트앞.강변역(D),104000069,30분~40분,45분~55분,05:10,22:30,06:30,23:50
302, 광주시,대원고속,520,234000044,구미동차고지,206000232,강남cc,234000450,10분~20분,20분~30분,05:00,23:00,05:50,23:50
303, 광주시,대원고속,660,234000046,광교차고지,203000254,광주터미널,234001048,30분~40분,50분~60분,05:10,19:50,06:40,21:45
304, 광주시,경기고속,31-3,234000057,광주터미널,234001048,모란역6.7번출구,205000020,10분~20분,10분~20분,04:45,23:15,05:20,23:55
305, 광주시,경기고속,1,234000059,시청,234001026,마을회관,234000045,,,06:10,21:50,06:00,22:00
306, 광주시,경기고속,1,234000059,시청,234001026,마을회관,234000045,,,07:50,21:50,06:00,22:20
307, 광주시,경기고속,116-1,234000061,정자역,206000189,갈곶동.KCC스위첸아파트,223000525,15분~25분,20분~30분,05:00,23:00,05:00,23:00
308, 광주시,대원고속,8,234000070,현대사원아파트,230000047,도지리,230000566,15분~25분,15분~25분,06:30,21:30,06:30,22:15
309, 광주시,경기고속,13,234000072,광주터미널,234001178,올림픽대교북단(경유),277103309,12분~17분,20분~25분,05:00,23:00,05:00,23:30
